NORAD Number,COSPAR Number,Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Expected Lifetime (yrs.)
37207,2010-056B,GEO - Equatorial,110.0,33066,35725,0.03537738986974628,0.07,1365.61,2060.0,15.0
37776,2011-041B,GEO - Equatorial,110.0,35784,35787,3.849065318638457e-05,0.05,1436.04,2910.0,15.0
42951,2017-059B,GEO - Equatorial,110.0,35719,35725,7.710694733595497e-05,0.02,1432.7,3520.0,15.0
46112,2020-056A,GEO - Equatorial,110.0,35789,35798,0.00011544825993817104,0.01,1436.1,3520.0,15.0
43014,2017-073B,LEO,0.0,459,819,0.04707112970711297,97.6,97.4,4.0,5.0
44312,2019-032C,LEO - Non-Polar Inclined,0.0,555,575,0.0026666666666666666,45,96.0,,
44314,2019-032E,LEO - Non-Polar Inclined,0.0,554,576,0.0029333333333333334,45,96.0,,
40014,2014-033E,LEO - Sun-Synchronous,0.0,570,617,0.006219399232499669,97.99,96.55,25.0,
42801,2017-038A,GEO - Equatorial,1.9,35774,35797,0.00029509500776228175,0,1436.0,3669.0,15.0
47320,2021-002M,LEO - Non-Polar Inclined,0.0,493,514,0.0028466856445709637,60.7,94.7,4.0,
29108,2006-016B,LEO - Sun-Synchronous,0.0,702,703,0.00012861736334405144,98.2,98.8,587.0,3.0
32790,2008-021H,LEO - Sun-Synchronous,0.0,609,629,0.0026288117770767614,97.8,97.1,7.0,
40055,2014-034C,LEO - Sun-Synchronous,0.0,642,659,0.0022161387042106636,97.74,98.26,15.0,
40056,2014-034D,LEO - Sun-Synchronous,0.0,643,656,0.0016951362628765158,98.26,97.72,15.0,
41788,2016-059F,LEO - Sun-Synchronous,0.0,661,701,0.005173305742369374,98.2,98.3,15.0,
47309,2021-002A,LEO - Non-Polar Inclined,0.0,493,517,0.0032520325203252032,60.68,94.7,1.0,
43791,2018-099AK,LEO - Sun-Synchronous,0.0,573,591,0.002389169100079639,97.7,96.3,37.0,
46269,2020-060B,LEO - Non-Polar Inclined,0.0,535,550,0.002012072434607646,45,95.4,107.0,
47489,2021-006CE,LEO - Sun-Synchronous,0.0,514,534,0.0026961445133459154,97.5,95.1,107.0,
47481,2021-006BW,LEO - Sun-Synchronous,0.0,514,534,0.0026961445133459154,97.5,95.1,107.0,
48913,2021-059AL,LEO - Sun-Synchronous,0.0,521,536,0.0020196580045778916,97.5,95.1,107.0,
48605,2021-041BE,LEO - Non-Polar Inclined,0.0,566,587,0.002791439585271833,53,95.6,100.0,
51072,2022-002CS,LEO - Sun-Synchronous,0.0,520,535,0.00202020202020202,97.5,94.7,112.0,
51071,2022-002CR,LEO - Sun-Synchronous,0.0,521,535,0.0018852679773767843,97.5,95.7,112.0,
28649,2005-017A,LEO - Sun-Synchronous,0.0,618,619,0.00013145786775338504,97.9,97.1,1560.0,6.0
29710,2007-001B,LEO - Sun-Synchronous,0.0,632,635,0.00039282440748985203,97,97.4,680.0,5.0
32783,2008-021A,LEO - Sun-Synchronous,0.0,624,643,0.002487887914102396,97.9,97.4,680.0,5.0
36795,2010-035A,LEO - Sun-Synchronous,0.0,622,645,0.0030116537907555322,97.9,97.4,694.0,5.0
41599,2016-040A,LEO - Sun-Synchronous,0.0,501,519,0.002435723951285521,97.5,94.8,727.0,5.0
41948,2017-008A,LEO - Sun-Synchronous,0.0,491,508,0.00230696159587461,97.5,94.8,714.0,5.0
42767,2017-036C,LEO - Sun-Synchronous,0.0,334,347,0.0018437101120408453,96.92,91.34,712.0,5.0
43111,2018-004A,LEO - Sun-Synchronous,0.0,495,510,0.002033898305084746,97.5,94.6,712.0,5.0
44804,2019-081A,LEO - Sun-Synchronous,0.0,500,519,0.002571389903911219,97.5,94.8,1625.0,5.0
47932,2021-022A,LEO - Sun-Synchronous,0.0,494,509,0.0020344500203445,97.4,94.6,500.0,
39265,2013-055A,LEO - Elliptical,0.0,325,1486,0.1419141914191419,81,103.11,490.0,2.0
43339,2018-036A,GEO - Equatorial,-112.0,35747,35826,0.0010135611921532402,0,1436.1,,
40336,2014-079A,LEO - Sun-Synchronous,0.0,738,748,0.0012729124236252546,98.55,99.67,1980.0,3.0
44883,2019-093E,LEO - Sun-Synchronous,0.0,615,635,0.0026246719160104987,97.9,97.2,1980.0,5.0
40718,2015-032D,LEO - Sun-Synchronous,0.0,636,658,0.002870563674321503,98,97.66,91.0,
43115,2018-004E,LEO - Sun-Synchronous,0.0,493,505,0.0016286644951140066,97.5,94.5,,
41850,2016-067C,LEO - Sun-Synchronous,0.0,576,586,0.0013276686139139671,97.98,96.29,3.0,
43809,2018-099BD,LEO - Sun-Synchronous,0.0,476,500,0.003267084127416281,97,95.0,4.0,
43722,2018-096D,LEO - Sun-Synchronous,0.0,573,591,0.002389169100079639,97.7,96.3,4.0,
43636,2018-075A,LEO - Sun-Synchronous,0.0,700,719,0.0024393375272820646,98.2,98.8,100.0,
43853,2018-104E,LEO - Polar,0.0,494,511,0.0023050847457627118,85.04,94.6,4.0,
49464,2021-105A,LEO - Polar,0.0,669,672,0.00038905459732849174,75,98.2,400.0,
49465,2021-105B,LEO - Polar,0.0,671,672,0.0001296512381693245,74.85,98.2,400.0,
49466,2021-105C,LEO - Polar,0.0,670,673,0.00038895371450797355,75,98.2,400.0,
42769,2017-036E,LEO - Sun-Synchronous,0.0,497,517,0.0027085590465872156,97.45,94.76,3.0,
46818,2020-077F,LEO - Sun-Synchronous,0.0,507,523,0.002162162162162162,97.5,94.2,36.0,2.0
49261,2021-088B,LEO - Sun-Synchronous,0.0,550,580,0.004,97.6,96.2,10.0,
49262,2021-088C,LEO - Sun-Synchronous,0.0,550,580,0.004,97.6,96.2,10.0,
43662,2018-083A,LEO - Sun-Synchronous,0.0,509,523,0.0018913807079167792,97.5,95.0,700.0,3.0
47956,2021-022AA,LEO - Sun-Synchronous,0.0,535,564,0.0038827152229214085,97.5,95.4,3.0,
25867,1999-040B,HEO - Deep Highly Eccentric,0.0,9999,138825,0.8300965243501682,28.5,3808.92,4742.0,5.0
43669,2018-083H,LEO - Sun-Synchronous,0.0,505,522,0.002298229011761525,97.4,94.9,8.0,
41899,2016-081B,LEO - Sun-Synchronous,0.0,690,720,0.0038560411311053984,98.1,98.87,50.0,
51843,2022-019V,LEO - Sun-Synchronous,0.0,523,549,0.0034936844934157483,97.5,94.5,325.0,
49315,2021-091A,LEO - Sun-Synchronous,0.0,500,519,0.002571389903911219,97.5,94.2,500.0,3.0
44874,2019-092B,LEO - Sun-Synchronous,0.0,697,708,0.0014147909967845659,98.2,98.8,273.0,5.0
43855,2018-104G,LEO - Polar,0.0,491,511,0.0027129679869777536,85.03,94.6,4.0,
28058,2003-049B,LEO - Sun-Synchronous,0.0,729,748,0.002421307506053269,98.5,99.6,100.0,
33434,2008-056B,LEO - Sun-Synchronous,0.0,785,804,0.002387234577208192,98.5,98.5,100.8,
37930,2011-068A,LEO - Sun-Synchronous,0.0,784,804,0.0025131942699170647,98.5,100.7,100.0,
40137,2014-051B,LEO - Sun-Synchronous,0.0,778,809,0.0038959406811612416,98.46,100.74,100.0,
53586,2022-102A,LEO - Non-Polar Inclined,0.0,588,596,0.0010590415673815197,29,96.2,100.0,
53876,2022-102B,LEO - Non-Polar Inclined,0.0,588,596,0.0010590415673815197,29,96.2,100.0,
39209,2013-037B,LEO - Sun-Synchronous,0.0,665,672,0.0009082652134423251,98.03,96.43,200.0,
43690,2018-088A,LEO - Polar,0.0,499,517,0.002437043054427295,85,94.8,10.0,
42848,2017-042Z,LEO - Sun-Synchronous,0.0,586,602,0.0021169621593014024,97.6,96.6,10.0,
52741,2022-057K,LEO - Sun-Synchronous,0.0,500,510,0.0013550135501355014,97.5,94.6,,
52735,2022-057D,LEO - Sun-Synchronous,0.0,525,536,0.0014802852913470596,97.6,94.5,10.0,
42849,2017-042AA,LEO - Sun-Synchronous,0.0,586,602,0.0021169621593014024,97.6,96.6,10.0,
42793,2017-036AE,LEO - Sun-Synchronous,0.0,496,515,0.0025741769407939302,97.45,94.7,10.0,
43143,2018-004AJ,LEO - Sun-Synchronous,0.0,493,504,0.0014931451065562644,97.5,94.5,10.0,
43737,2018-096U,LEO - Sun-Synchronous,0.0,485,500,0.0020394289598912306,97.5,94.5,10.0,
33453,2008-063A,GEO - Equatorial,128.9,35782,35788,7.698229407236336e-05,1436.05,5585.0,,15.0
38764,2012-048G,LEO - Non-Polar Inclined,0.0,484,791,0.04015696533682145,64.6,97.4,3.15,
45121,2019-071L,LEO - Non-Polar Inclined,0.0,458,474,0.0021911804984935633,51.6,93.9,9.0,
40208,2014-055A,GEO - Equatorial,106.0,35736,35854,0.0015135967162647512,0.04,1436.5,,
29107,2006-016A,LEO - Sun-Synchronous,0.0,702,703,0.00012861736334405144,98.2,98.8,848.0,2.0
47256,2020-099A,GEO - Equatorial,78.0,35778,35795,0.00021810810464057068,0.08,1436.1,1500.0,15.0
48875,2021-058D,LEO,0.0,494,521,0.0036560595802301965,60.7,94.7,5.0,
48874,2021-058E,LEO,0.0,494,521,0.0036560595802301965,60.7,94.7,5.0,
42777,2017-036N,LEO - Sun-Synchronous,0.0,496,513,0.002303835208022767,97.45,94.6,4.5,
36744,2010-032A,GEO - Equatorial,128.0,35783,35791,0.00010263779123473263,0.01,1436.1,2460.0,
35943,2009-054B,GEO - Equatorial,63.0,35773,35799,0.00033358138102691743,0.05,1436.1,2440.0,15.0
36582,2010-021B,GEO - Equatorial,13.2,35780,35794,0.0001796161346607821,0.08,1436.11,2440.0,15.0
27640,2003-001A,LEO - Sun-Synchronous,0.0,820,841,0.002614867388868136,98.8,101.5,817.0,3.0
42846,2017-042X,LEO - Sun-Synchronous,0.0,584,599,0.001985965841387528,97.5,96.5,10.0,
42847,2017-042Y,LEO - Sun-Synchronous,0.0,584,598,0.001853813559322034,97.5,96.5,10.0,
43118,2018-004H,LEO - Sun-Synchronous,0.0,488,503,0.0020377666077978536,94.4,96.5,10.0,
43767,2018-099K,LEO - Sun-Synchronous,0.0,576,591,0.0019901817699349874,97.7,96.5,10.0,
46931,2020-085C,LEO - Sun-Synchronous,0.0,495,509,0.001898562516951451,97.3,96.5,10.0,
44349,2019-036L,LEO - Non-Polar Inclined,0.0,709,721,0.0015384615384615385,24,99.0,280.0,5.0
44351,2019-036N,LEO - Non-Polar Inclined,0.0,710,724,0.0017939518195797027,24,99.0,280.0,5.0
44343,2019-036E,LEO - Non-Polar Inclined,0.0,708,724,0.002050756216354781,24,99.0,280.0,5.0
44350,2019-036M,LEO - Non-Polar Inclined,0.0,710,724,0.0017939518195797027,24,99.0,280.0,5.0
44358,2019-036V,LEO - Non-Polar Inclined,0.0,709,724,0.0019223375624759708,24,99.0,280.0,5.0
44353,2019-036Q,LEO - Non-Polar Inclined,0.0,708,724,0.002050756216354781,24,99.0,280.0,5.0
29047,2006-011A,LEO - Polar,0.0,764,836,0.00903387703889586,72,100.9,70.0,2.0
29048,2006-011B,LEO - Polar,0.0,769,831,0.0077791718946047675,72,100.9,70.0,2.0
29050,2006-011D,LEO - Polar,0.0,669,746,0.009890815671162493,72,98.9,70.0,2.0
29051,2006-011E,LEO - Polar,0.0,751,849,0.012296110414052697,72,100.9,70.0,2.0
29052,2006-011F,LEO - Polar,0.0,772,828,0.007026348808030113,72,100.9,70.0,2.0
40555,2015-020D,LEO - Polar,0.0,1171,1504,0.03681592039800995,82.4,112.41,,
44421,2019-039A,LEO - Sun-Synchronous,0.0,610,621,0.001447178002894356,97.9,97.0,,
44424,2019-039D,LEO - Sun-Synchronous,0.0,610,622,0.0015785319652722968,97.9,97.0,,
44797,2019-079A,LEO - Sun-Synchronous,0.0,368,856,0.06426125888859625,97.9,96.9,,
44835,2019-079D,LEO - Sun-Synchronous,0.0,368,856,0.06426125888859625,97.9,96.9,,
44422,2019-039B,LEO - Sun-Synchronous,0.0,611,623,0.0015781167806417674,97.9,97.0,,
44423,2019-039C,LEO - Sun-Synchronous,0.0,616,623,0.0009199632014719411,97.9,97.0,,
31598,2007-023A,LEO - Sun-Synchronous,0.0,622,623,0.0001313197636244255,97.9,97.2,1700.0,5.0
32376,2007-059A,LEO - Sun-Synchronous,0.0,622,623,0.0001313197636244255,97.9,97.2,1700.0,5.0
33412,2008-054A,LEO - Sun-Synchronous,0.0,622,623,0.0001313197636244255,97.9,97.2,1700.0,5.0
37216,2010-060A,LEO - Sun-Synchronous,0.0,622,623,0.0001313197636244255,97.9,97.2,1700.0,5.0
51444,2022-008A,LEO - Sun-Synchronous,0.0,621,648,0.0035344940437230005,7.9,97.2,1800.0,5.0
40380,2015-003E,LEO - Elliptical,0.0,441,657,0.0289234065345474,99.1,95.6,4.0,
36508,2010-013A,LEO - Polar,0.0,713,724,0.0014089919303189446,92,99.2,720.0,3.0
44873,2019-092A,LEO - Sun-Synchronous,0.0,621,622,0.00013135426244581636,97.8,97.1,2205.0,5.0
43793,2018-099AM,LEO - Sun-Synchronous,0.0,573,590,0.0022567370237621133,97.7,96.3,6.0,
43866,2018-106A,LEO - Sun-Synchronous,0.0,800,800,0.0,98.6,100.87,3565.0,10.0
47305,2020-104A,LEO - Sun-Synchronous,0.0,480,480,0.0,97.3,94.0,3565.0,10.0
39440,2013-066AA,LEO - Sun-Synchronous,0.0,594,715,0.015757260059903633,97.8,97.8,2.0,
43858,2018-104K,LEO - Polar,0.0,494,511,0.0023050847457627118,85.04,94.7,3.0,
27848,2003-031J,LEO - Sun-Synchronous,0.0,815,830,0.0018714909544603868,98.7,101.3,,
49264,2021-088E,LEO - Sun-Synchronous,0.0,550,573,0.0030695315627919393,97.6,96.2,10.0,
49263,2021-088D,LEO - Sun-Synchronous,0.0,550,574,0.0032025620496397116,97.6,96.2,10.0,
41887,2016-078D,LEO - Non-Polar Inclined,0.0,515,537,0.0029641606036108865,34.96,95.16,29.0,
41886,2016-078C,LEO - Non-Polar Inclined,0.0,514,536,0.0029649595687331535,34.97,95.13,29.0,
41891,2016-078H,LEO - Non-Polar Inclined,0.0,514,533,0.0025616826210057976,34.96,95.1,29.0,
41885,2016-078B,LEO - Non-Polar Inclined,0.0,515,534,0.002560992047445747,34.95,95.13,29.0,
41884,2016-078A,LEO - Non-Polar Inclined,0.0,515,537,0.0029641606036108865,34.96,95.15,29.0,
41889,2016-078F,LEO - Non-Polar Inclined,0.0,515,534,0.002560992047445747,34.96,95.12,29.0,
41890,2016-078G,LEO - Non-Polar Inclined,0.0,514,534,0.0026961445133459154,34.96,95.12,29.0,
41888,2016-078E,LEO - Non-Polar Inclined,0.0,515,537,0.0029641606036108865,34.95,95.15,29.0,
48922,2021-059AV,LEO - Sun-Synchronous,0.0,524,536,0.0016150740242261105,97.5,95.1,9.0,
39766,2014-029A,LEO - Sun-Synchronous,0.0,630,635,0.0006548788474132286,97.88,97.36,2120.0,7.0
41173,2015-078A,LEO - Sun-Synchronous,0.0,488,505,0.002308841504821404,97.3,94.54,1850.0,3.0
43857,2018-104J,LEO - Polar,0.0,489,511,0.0029850746268656717,85.03,94.6,4.0,
51845,2022-019X,LEO - Sun-Synchronous,0.0,526,547,0.0028214429665457475,97.5,95.4,20.0,
40912,2015-049P,LEO - Sun-Synchronous,0.0,514,536,0.0029649595687331535,97.46,95.13,3.0,
35681,2009-041A,LEO - Sun-Synchronous,0.0,661,662,0.00012998830105290525,98,98.0,90.0,5.0
40013,2014-033D,LEO - Sun-Synchronous,0.0,597,619,0.0029000790930661744,97.99,96.85,310.0,10.0
46493,2020-068H,LEO - Sun-Synchronous,0.0,548,567,0.0025384101536406146,97.7,95.8,5.0,
32789,2008-021G,LEO - Sun-Synchronous,0.0,598,616,0.0023734177215189874,97.8,96.8,6.5,
45916,1998-067RP,LEO - Non-Polar Inclined,0.0,415,418,0.00041649312786339027,51.6,92.9,9.0,
49016,2021-013F,LEO - Non-Polar Inclined,0.0,488,502,0.0019021739130434783,51.6,92.9,4.0,
42922,2017-050B,LEO - Equatorial,0.0,309,605,0.040637012630422846,24.5,93.7,8.0,
42786,2017-036X,LEO - Sun-Synchronous,0.0,496,511,0.0020333468889792597,97.45,96.4,6.0,
42785,2017-036W,LEO - Sun-Synchronous,0.0,496,511,0.0020333468889792597,97.45,96.4,6.0,
42783,2017-036U,LEO - Sun-Synchronous,0.0,496,511,0.0020333468889792597,97.45,96.4,6.0,
42000,2017-008BE,LEO - Sun-Synchronous,0.0,496,508,0.0016273393002441008,97.5,94.6,10.0,
46284,2020-061N,LEO - Sun-Synchronous,0.0,534,536,0.00026881720430107527,97.5,94.6,6.0,
31862,2007-032A,GEO - Equatorial,-102.74,35785,35788,3.848966552480659e-05,0.04,1436.1,5900.0,15.0
32729,2008-013A,GEO - Equatorial,-99.21,35786,35786,0.0,0.03,1436.1,5900.0,
36131,2009-075A,GEO - Equatorial,-102.8,35785,35786,1.2830217728794857e-05,0.09,1436.04,5900.0,15.0
40333,2014-078B,GEO - Equatorial,-99.0,35930,35933,3.834698912223742e-05,0.02,1443.51,5900.0,15.0
40663,2015-026A,GEO - Equatorial,-103.0,35685,35809,0.0015925202917908146,0.1,1434.07,5500.0,15.0
27426,2002-023A,GEO - Equatorial,-110.05,35773,35799,0.00033358138102691743,0.07,1436.08,4300.0,15.0
28659,2005-019A,GEO - Equatorial,-100.81,35777,35796,0.0002437678816571084,0.02,1436.1,3800.0,12.0
29494,2006-043A,GEO - Equatorial,-101.08,35774,35798,0.00030792127479407764,0.03,1436.1,5500.0,15.0
43678,2018-084H,LEO - Sun-Synchronous,0.0,595,616,0.002770083102493075,97.8,96.8,56.0,1.0
25757,1999-029B,LEO - Sun-Synchronous,0.0,712,732,0.002559508574353724,98.6,99.2,45.0,1.0
40715,2015-032A,LEO - Sun-Synchronous,0.0,636,663,0.003520667622897379,98,97.71,447.0,10.0
40716,2015-032B,LEO - Sun-Synchronous,0.0,636,663,0.003520667622897379,98,97.71,447.0,10.0
40717,2015-032C,LEO - Sun-Synchronous,0.0,636,661,0.0032607277944437197,98,97.69,447.0,10.0
47940,2021-022J,LEO - Sun-Synchronous,0.0,536,564,0.003748326639892905,97.6,95.6,15.0,
24753,1997-012A,LEO - Sun-Synchronous,0.0,842,855,0.0016115036568736829,98.9,101.9,1134.0,5.0
25991,1999-067A,LEO - Sun-Synchronous,0.0,837,851,0.001737403822288409,98.9,101.8,1152.0,5.0
28054,2003-048A,LEO - Sun-Synchronous,0.0,843,852,0.001115933044017359,98.9,101.87,1154.0,5.0
29522,2006-050A,LEO - Sun-Synchronous,0.0,842,855,0.0016115036568736829,98.79,101.89,1154.0,5.0
35951,2009-057A,LEO - Sun-Synchronous,0.0,842,859,0.0021063065295502414,98.93,101.94,1155.0,5.0
51084,2022-002DE,LEO - Sun-Synchronous,0.0,520,531,0.0014822800161703275,97.5,94.7,5.0,
44399,2019-038P,LEO - Sun-Synchronous,0.0,514,546,0.004306864064602961,97.5,95.2,17.5,
42893,2017-042BW,LEO - Sun-Synchronous,0.0,461,475,0.0019162332329592116,97,94.0,3.0,3.0
42890,2017-042BT,LEO - Sun-Synchronous,0.0,461,475,0.0019162332329592116,97,94.0,3.0,3.0
42886,2017-042BP,LEO - Sun-Synchronous,0.0,460,475,0.002053388090349076,97,94.0,3.0,3.0
42870,2017-042AX,LEO - Sun-Synchronous,0.0,458,475,0.0023278104888402027,97,94.0,3.0,3.0
42877,2017-042BE,LEO - Sun-Synchronous,0.0,458,475,0.0023278104888402027,97,94.0,3.0,3.0
42866,2017-042AT,LEO - Sun-Synchronous,0.0,458,474,0.0021911804984935633,97,94.0,3.0,3.0
42865,2017-042AS,LEO - Sun-Synchronous,0.0,458,474,0.0021911804984935633,97,94.0,3.0,3.0
42862,2017-042AP,LEO - Sun-Synchronous,0.0,461,475,0.0019162332329592116,97,94.0,3.0,3.0
41618,2016-040V,LEO - Sun-Synchronous,0.0,500,514,0.001895991332611051,97.51,94.75,3.0,3.0
41613,2016-040Q,LEO - Sun-Synchronous,0.0,500,514,0.001895991332611051,97.51,94.76,3.0,3.0
41610,2016-040M,LEO - Sun-Synchronous,0.0,500,514,0.001895991332611051,97.51,94.77,3.0,3.0
43905,2018-111AF,LEO - Sun-Synchronous,0.0,480,509,0.003940752819676587,97.3,94.5,4.0,3.0
43893,2018-111T,LEO - Sun-Synchronous,0.0,479,510,0.004212528876206006,97.3,94.5,4.0,3.0
43899,2018-111Z,LEO - Sun-Synchronous,0.0,480,509,0.003940752819676587,97.3,94.5,4.0,3.0
43902,2018-111AC,LEO - Sun-Synchronous,0.0,480,510,0.004076086956521739,97.3,94.5,4.0,3.0
43906,2018-111AG,LEO - Sun-Synchronous,0.0,480,509,0.003940752819676587,97.3,94.5,4.0,3.0
42997,2017-068L,LEO - Sun-Synchronous,0.0,499,522,0.003111892842646462,97.3,94.8,4.0,3.0
41975,2017-008AD,LEO - Sun-Synchronous,0.0,496,506,0.0013564839934888768,97.5,94.6,4.0,3.0
41972,2017-008AA,LEO - Sun-Synchronous,0.0,496,506,0.0013564839934888768,97.5,94.6,4.0,3.0
41966,2017-008U,LEO - Sun-Synchronous,0.0,496,506,0.0013564839934888768,97.5,94.6,4.0,3.0
42018,2017-008BY,LEO - Sun-Synchronous,0.0,495,506,0.001492334825668159,97.5,94.6,4.0,3.0
41968,2017-008W,LEO - Sun-Synchronous,0.0,496,506,0.0013564839934888768,97.5,94.6,4.0,3.0
42023,2017-008CD,LEO - Sun-Synchronous,0.0,495,506,0.001492334825668159,97.5,94.6,4.0,3.0
41990,2017-008AU,LEO - Sun-Synchronous,0.0,495,505,0.0013568521031207597,97.5,94.6,4.0,3.0
41988,2017-008AS,LEO - Sun-Synchronous,0.0,496,505,0.001221001221001221,97.5,94.6,4.0,3.0
41965,2017-008T,LEO - Sun-Synchronous,0.0,496,507,0.0014919300149193002,97.5,94.6,4.0,3.0
42031,2017-008CM,LEO - Sun-Synchronous,0.0,494,504,0.0013572204125950054,97.5,94.6,4.0,3.0
42001,2017-008BF,LEO - Sun-Synchronous,0.0,495,505,0.0013568521031207597,97.5,94.6,4.0,3.0
42029,2017-008CK,LEO - Sun-Synchronous,0.0,494,505,0.0014927398561541594,97.5,94.6,4.0,3.0
42014,2017-008BU,LEO - Sun-Synchronous,0.0,494,502,0.0010860711376595167,97.5,94.6,4.0,3.0
42041,2017-008CX,LEO - Sun-Synchronous,0.0,494,502,0.0010860711376595167,97.5,94.6,4.0,3.0
41978,2017-008AG,LEO - Sun-Synchronous,0.0,496,506,0.0013564839934888768,97.5,94.6,4.0,3.0
41977,2017-008AF,LEO - Sun-Synchronous,0.0,495,506,0.001492334825668159,97.5,94.6,4.0,3.0
42009,2017-008BP,LEO - Sun-Synchronous,0.0,494,504,0.0013572204125950054,97.5,94.6,4.0,3.0
42034,2017-008CQ,LEO - Sun-Synchronous,0.0,494,504,0.0013572204125950054,97.5,94.6,4.0,3.0
42028,2017-008CJ,LEO - Sun-Synchronous,0.0,494,505,0.0014927398561541594,97.5,94.6,4.0,3.0
42027,2017-008CH,LEO - Sun-Synchronous,0.0,495,503,0.0010857763300760044,97.5,94.6,4.0,3.0
42048,2017-008DE,LEO - Sun-Synchronous,0.0,494,506,0.0016282225237449117,97.5,94.6,4.0,3.0
42019,2017-008BZ,LEO - Sun-Synchronous,0.0,495,506,0.001492334825668159,97.5,94.6,4.0,3.0
42026,2017-008CG,LEO - Sun-Synchronous,0.0,496,506,0.0013564839934888768,97.5,94.6,4.0,3.0
43747,2018-096AE,LEO - Sun-Synchronous,0.0,476,500,0.003267084127416281,97.5,94.6,4.0,3.0
43725,2018-096G,LEO - Sun-Synchronous,0.0,476,500,0.003267084127416281,97.5,94.6,4.0,3.0
43724,2018-096F,LEO - Sun-Synchronous,0.0,476,500,0.003267084127416281,97.5,94.6,4.0,3.0
43733,2018-096Q,LEO - Sun-Synchronous,0.0,476,500,0.003267084127416281,97.5,94.6,4.0,3.0
43741,2018-096Y,LEO - Sun-Synchronous,0.0,476,500,0.003267084127416281,97.5,94.6,4.0,3.0
43742,2018-096Z,LEO - Sun-Synchronous,0.0,476,500,0.003267084127416281,97.5,94.6,4.0,3.0
43723,2018-096E,LEO - Sun-Synchronous,0.0,476,500,0.003267084127416281,97.5,94.6,4.0,3.0
43769,2018-099M,LEO - Sun-Synchronous,0.0,574,592,0.0023885350318471337,97.7,96.3,4.0,3.0
44088,2019-018L,LEO - Sun-Synchronous,0.0,492,508,0.002170963364993216,97.5,94.6,4.0,3.0
44090,2019-018N,LEO - Sun-Synchronous,0.0,492,508,0.002170963364993216,97.5,94.6,4.0,3.0
44080,2019-018C,LEO - Sun-Synchronous,0.0,494,510,0.0021697857336588013,97.5,94.7,4.0,3.0
44095,2019-018T,LEO - Sun-Synchronous,0.0,493,506,0.0017641471027276428,97.5,94.6,4.0,3.0
44098,2019-018W,LEO - Sun-Synchronous,0.0,493,506,0.0017641471027276428,97.5,94.6,4.0,3.0
46813,2020-077A,LEO - Sun-Synchronous,0.0,511,527,0.0021598272138228943,97.5,94.2,4.0,3.0
46820,2020-077H,LEO - Sun-Synchronous,0.0,505,524,0.0025679145830517637,97.5,94.2,4.0,3.0
46819,2020-077G,LEO - Sun-Synchronous,0.0,507,523,0.002162162162162162,97.5,94.2,4.0,3.0
46821,2020-077J,LEO - Sun-Synchronous,0.0,504,522,0.0024337479718766902,97.5,94.2,4.0,3.0
46817,2020-077E,LEO - Sun-Synchronous,0.0,506,525,0.0025672206458586676,97.5,94.2,4.0,3.0
46822,2020-077K,LEO - Sun-Synchronous,0.0,507,524,0.0022969868936630186,97.5,94.2,4.0,3.0
46814,2020-077B,LEO - Sun-Synchronous,0.0,510,527,0.002295126231942757,97.5,94.2,4.0,3.0
46816,2020-077D,LEO - Sun-Synchronous,0.0,511,524,0.0017555705604321405,97.5,94.2,4.0,3.0
46815,2020-077C,LEO - Sun-Synchronous,0.0,510,526,0.002160410477990818,97.5,94.2,4.0,3.0
44814,2019-081L,LEO - Sun-Synchronous,0.0,498,516,0.002437703141928494,97.5,94.7,4.0,3.0
44808,2019-081E,LEO - Sun-Synchronous,0.0,499,515,0.0021668472372697724,97.5,94.7,4.0,3.0
44809,2019-081F,LEO - Sun-Synchronous,0.0,499,515,0.0021668472372697724,97.5,94.7,4.0,3.0
44812,2019-081J,LEO - Sun-Synchronous,0.0,499,515,0.0021668472372697724,97.5,94.7,4.0,3.0
44811,2019-081H,LEO - Sun-Synchronous,0.0,499,515,0.0021668472372697724,97.5,94.7,4.0,3.0
44818,2019-081Q,LEO - Sun-Synchronous,0.0,499,513,0.001896505012191818,97.5,94.7,4.0,3.0
44816,2019-081N,LEO - Sun-Synchronous,0.0,499,513,0.001896505012191818,97.5,94.7,4.0,3.0
47543,2021-006ED ,LEO - Sun-Synchronous,0.0,519,535,0.0021551724137931034,97.5,95.2,4.0,3.0
